country,area,event,description,source
Hong Kong,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e8?prd=OCC19#law-occ19-e8-div2-2
Hong Kong,Emergency powers,Opposition from opposition parties,No [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e8?prd=OCC19#law-occ19-e8-div2-3
Hong Kong,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e8?prd=OCC19#law-occ19-e8-div1-2
Hong Kong,Emergency powers,Miscellaneous,NA.,#N/A
Indonesia,Emergency powers,Declaration of emergency,"No, not at the national level [Part II.A].",Forthcoming
Indonesia,Emergency powers,Constitutional,NA [Part II.A].,Forthcoming
Indonesia,Emergency powers,Statutory,NA [Part II.A].,Forthcoming
Indonesia,Emergency powers,Suspension of bill of rights,No - not in principle [Part II.A].,Forthcoming
Indonesia,Emergency powers,Suspension/postponement of elections,"Postponed (Indonesia had planned to carry out elections for a large number of local government positions on 23 September 2020. On 17 March 2020 the Electoral Oversight Commission (Bawaslu) recommended the Electoral Commission to map out the various districts’s readiness to hold elections during Covid-19, with the Government initially optimistic with its initial September plans. By 25 March 2020 the Electoral Commission advised the President that an Interim Emergency Regulation was required to postpone elections. The Government, legislature and Electoral Commission agreed to delay elections on 30 March 2020; three options were initially proposed, these being 9 December 2020, 17 March 2021, or 29 September 2021. On 14 April 2020 it was agreed that elections were to be delayed by three months to from the original schedule, to be held on 9 December 2020, and the Interim Emergency Regulation (Number 2/2020) to that effect was issued on 5 May 2020. Elections were held on 9 December 2020) [Part III.D].",Forthcoming
Indonesia,Emergency powers,Stay-at-home orders,No - social distancing requirements [Part IV.A.1].,Forthcoming
Indonesia,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Indonesia,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no stay-at-home order),Forthcoming
Indonesia,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown in activities: business as usual [Part III.B].,Forthcoming
Indonesia,Emergency powers,Did Parliament continue to meet?,1,#N/A
Indonesia,Emergency powers,Rule-making powers dependent emergency?,No [Part II.A].,Forthcoming
Indonesia,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Indonesia,Emergency powers,Type of parliamentary scrutiny (general),No parliamentary scrutiny [Part II.C].,Forthcoming
Indonesia,Emergency powers,Type of parliamentary scrutiny (per instrument),No parliamentary scrutiny [Part II.C].,Forthcoming
Indonesia,Emergency powers,Amendment possible?,NA.,NA.
Indonesia,Emergency powers,Approval by 'package',Not mentioned.,NA.
Indonesia,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Indonesia,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Indonesia,Emergency powers,Ex post judicial review,Yes [Part II.C].,Forthcoming
Indonesia,Emergency powers,What type of statute for emergency powers?,1,Forthcoming
Indonesia,Emergency powers,General - sunset provisions,Not mentioned.,NA.
Indonesia,Emergency powers,Sunset provision - emergency declaration,Not mentioned.,#N/A
Indonesia,Emergency powers,Sunset provision - statute,Not mentioned.,#N/A
Indonesia,Emergency powers,Sunset provision - individual regulations,Not mentioned.,NA.
Indonesia,Emergency powers,Renewal - emergency declaration,Not mentioned.,#N/A
Indonesia,Emergency powers,Renewal - statute,Not mentioned.,#N/A
Indonesia,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Indonesia,Emergency powers,Derogation,"No, not mentioned.",Forthcoming
Indonesia,Emergency powers,Opposition from opposition parties,"No, not really - the ruling coalition holds a supermajority of 471 (seven parties) to 104 (two parties) in Parliament [Part III.A].",Forthcoming
Indonesia,Emergency powers,Constitutional changes,No changes but tensions [Part I].,Forthcoming
Indonesia,Emergency powers,Miscellaneous,NA.,#N/A
Ireland,Emergency powers,Declaration of emergency,Yes [Part II.B] - references made to 'emergency' or 'public health emergency' (Covid-19 Act 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Constitutional,No [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Statutory,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Suspension of bill of rights,No [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Suspension/postponement of elections,"No (general election took place in February 2020. An indirect election for Seanad Éireann took place after the 2020 Irish general election, with postal ballots due on 30 and 31 March 2020. Seanad elections usually take place by postal ballot and this was not a departure from the usual electoral procedure. The Seanad was unable to sit formally until the appointment by the incoming Taoiseach of his 11 nominees on 27 June 2020) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-9
Ireland,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div3-14
Ireland,Emergency powers,Sunset provisions on stay-at-home orders,"Yes (12 April 2020, then extended) [Part IV.A.1].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div3-14
Ireland,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency declaration 20 March 2020 / stay-at-home order 27 March 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div3-14
Ireland,Emergency powers,Parliament continued to meet?,"Mild interruption with important slowdown in activities: there were no ordinary committee meetings between January and October 2020  but the special Covid-19 committee met for 29 days. The Dail sat at a reduced capacity, and the House of Representatives could not pass primary legislation from 29 March 2020 to 27 June 2020 because of the extended period of time during which the Seanad was not sitting [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-7
Ireland,Emergency powers,Did Parliament continue to meet?,1,#N/A
Ireland,Emergency powers,Rule-making powers dependent emergency?,No - the authors note that the use of 'emergency' in a statute does not have any formal legal consequences [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Ireland,Emergency powers,Type of parliamentary scrutiny (general),Ex ante and ex post [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-6
Ireland,Emergency powers,Type of parliamentary scrutiny (per instrument),Negative procedure and sometimes draft affirmative procedure for SIs [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-6
Ireland,Emergency powers,Amendment possible?,Not mentioned.,NA.
Ireland,Emergency powers,Approval by 'package',Not mentioned.,NA.
Ireland,Emergency powers,What are fast-track procedures used for?,Yes - 'expedited process' - the President disapplied the usual five-day waiting period before signing the acts into law [Part II.B] (the Health (Preservation and Protection and other Emergency Measures in the Public Interest) Act 2020 and the Emergency Measures in the Public Interest (Covid-19) Act 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Ireland,Emergency powers,Ex post judicial review,Yes [Part II.B and C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,General - sunset provisions,Yes - the Health (Preservation and Protection and other Emergency Measures in the Public Interest) Act 2020 had a sunset clause on 9 November 2020 [Part II.B] and the Covid-19 Act 2020 expires after three months [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3
Ireland,Emergency powers,Sunset provision - emergency declaration,Not mentioned.,#N/A
Ireland,Emergency powers,Sunset provision - statute,Yes [Part II.B and C].,#N/A
Ireland,Emergency powers,Sunset provision - individual regulations,"Yes, in the SI [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-4
Ireland,Emergency powers,Renewal - emergency declaration,Not mentioned.,#N/A
Ireland,Emergency powers,Renewal - statute,Yes - the Health (Preservation and Protection and other Emergency Measures in the Public Interest) Act 2020 was extended by resolution of both Houses and the Oireachtas until 9 June 2021 [Part II.B]. The Covid-19 Act 2020 can be extended by the Government [Part II.C].,#N/A
Ireland,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Ireland,Emergency powers,Derogation,"No, not mentioned.",NA.
Ireland,Emergency powers,Opposition from opposition parties,No - the opposition supported amendments to pre-existing acts or new acts [Part II.B] but requested increased information and transparency [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div2-7
Ireland,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e19?prd=OCC19#law-occ19-e19-div1-3
Ireland,Emergency powers,Miscellaneous,NA.,#N/A
Israel,Emergency powers,Declaration of emergency,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3
Israel,Emergency powers,Constitutional,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3
Israel,Emergency powers,Statutory,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3
Israel,Emergency powers,Suspension of bill of rights,No - but there were some limitations [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3
Israel,Emergency powers,Suspension/postponement of elections,"No (Parliamentary elections to the 23rd Knesset were held on 2 March 2020. The next legislative elections, to the 24th Knesset, were held on 23 March 2021. Given the more complex Covid-19 situation, these elections were expected to be more complicated but the elections went smoothly and the pandemic did not disrupt the them) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-9
Israel,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div3-14
Israel,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Israel,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency powers 27 January 2020 / stay-at-home orders 25 March 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div3-14
Israel,Emergency powers,Parliament continued to meet?,"Light interruption with light slowdown in activities: despite the unsuccesful efforts of the executive to shutdown the Knesset, it continued to meet regularly (physically) [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-7
Israel,Emergency powers,Did Parliament continue to meet?,1,#N/A
Israel,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3
Israel,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Israel,Emergency powers,Type of parliamentary scrutiny (general),Ex ante and ex post [Part II.B and C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-4
Israel,Emergency powers,Type of parliamentary scrutiny (per instrument),Ex post scrutiny of ER by the Knesset [Part II.C]; negative + ex post procedure for regulations enacted under the Corona Law.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e13?prd=OCC19#law-occ19-e13-div2-4
Israel,Emergency powers,Amendment possible?,Not mentioned.,NA.
